title,budget,revenue,vote_average,vote_count,release_date,runtime,genres,original_language
Broadway Cinema: The Heart of Filmmaking in Nottingham,0,0,0.0,0,2022-07-07,2,Documentary,en
Oskar's Dress,0,0,7.549,51,2022-12-22,102,Drama,de
Three Months,0,0,7.028,54,2022-02-23,104,"Drama, Comedy",en
Yellowstone Romance,0,0,6.2,19,2022-05-08,84,"TV Movie, Comedy, Romance, Drama",en
Horämäner,0,0,0.0,0,2022-04-22,52,Documentary,de
"Sex, Shame and Tears 2",0,0,6.603,39,2022-02-04,118,"Comedy, Drama",es
Save the Cinema,0,0,6.25,24,2022-01-14,109,"Drama, Comedy",en
The Christmas Retreat,0,0,6.1,16,2022-12-29,90,"TV Movie, Romance, Comedy",en
The Hit: An Investigative Documentary,252000,0,0.0,0,2022-03-08,83,Documentary,en
Virginie Fortin: Du bruit dans le cosmos,0,0,0.0,0,2022-10-14,74,Comedy,fr
Birha : The Journey Back Home,86000,0,9.5,2,2022-05-03,25,Drama,pa
Debunk,0,0,0.0,0,2022-10-01,96,"Comedy, Horror",en
Rodeo,1200000,0,5.6,32,2022-09-07,105,"Drama, Crime",fr
Ali Wong: Don Wong,0,0,7.013,39,2022-02-14,59,Comedy,en
The Perfect Wife 2,0,0,7.0,1,2022-11-22,89,Thriller,en
75 días,0,69546,6.0,3,2022-04-22,0,"Drama, Crime, History, Thriller",es
The Fallen Bridge,0,34450000,5.222,9,2022-08-13,113,"Drama, Crime",zh
The Green Perfume,7800000,0,5.306,85,2022-12-21,101,"Comedy, Crime, Mystery",fr
Targeted,0,0,5.5,11,2022-04-28,85,Thriller,es
For A Few Crumbs,5,1,0.0,0,2022-04-06,3,"Western, Drama, Comedy, Crime, Family",en
It Came from the Water,0,0,5.4,25,2022-10-07,120,"Horror, Comedy",pl
Marshall Mu GuiYing,0,0,6.714,7,2022-07-04,80,"Drama, War, Action",zh
Big Dick Energy,0,0,0.0,0,2022-07-16,0,Comedy,en
Listen Out For Love,0,0,5.722,18,2022-02-06,85,"TV Movie, Comedy, Romance",en
"Love, Classified",0,0,6.7,47,2022-04-16,84,"TV Movie, Comedy, Romance, Drama",en
Service public,0,0,7.3,10,2022-11-23,76,Documentary,fr
The Curious Case of Dolphin Bay,0,0,5.8,13,2022-09-22,83,"Family, Adventure, Drama",en
Las muñecas de la droga,0,0,1.5,2,2022-11-26,92,Drama,es
Dinner with Leatherface,0,0,2.0,1,2022-10-28,85,"Documentary, Horror",en
Kukri: The Untold Story of Serial Killer Javed Iqbal,0,0,0.0,0,2022-06-02,100,"Crime, Thriller",ur
The Beautiful Bright in Your Dead Eyes,2000,0,0.0,0,2022-12-09,11,"Horror, Mystery, Thriller",pt
Sea of Time,0,0,7.444,18,2022-09-21,116,Drama,nl
Everybody Loves Jeanne,0,1046266,6.238,107,2022-09-07,95,"Drama, Comedy, Romance",fr
Little Lies,0,0,7.4,41,2022-09-21,92,"Comedy, Romance, Thriller",es
The TrutherNet Apocalypse,0,0,0.0,0,2022-10-30,71,"Science Fiction, Thriller, Drama",en
Bad Romance,0,0,10.0,1,2022-11-30,111,"Comedy, Romance, Thriller",en
Motherhood,0,0,7.286,7,2022-11-23,116,"Drama, Mystery",ja
The Sleepwalker,0,0,0.0,0,2022-11-17,19,"Drama, Romance",fr
Hero,0,0,7.0,15,2022-12-21,120,"Drama, History, Action",ko
One Cop's Journey,45000,0,0.0,0,2022-03-29,63,Drama,en
La légère déviation des atomes,0,0,0.0,0,2022-09-01,16,Comedy,fr
Dragon Fury: Wrath Of Fire,0,0,0.0,0,2022-09-01,80,"Action, Horror, Adventure",en
Love Machine 2,0,0,3.0,2,2022-10-06,98,Comedy,de
The Young Lovers,5800000,2440653,6.539,76,2022-02-02,112,"Romance, Drama",fr
Virginity,0,0,4.0,4,2022-09-17,125,Drama,he
Missing Home,0,0,7.9,14,2022-06-02,114,"Drama, Comedy",id
Fabriquer ici,0,0,8.0,1,2022-03-09,0,Documentary,fr
Giantess Battle Attack!,100000,0,6.737,19,2022-10-20,58,"Science Fiction, Comedy, Horror",en
UFO,0,0,6.281,48,2022-02-23,109,"Drama, Romance",tr
LEGO Marvel Avengers: Time Twisted,0,0,7.083,12,2022-01-17,22,"Family, Animation, Action, Adventure",en
The Christmas Spirit,0,0,0.0,0,2022-10-14,85,"Comedy, Thriller",en
Cadaver,0,0,6.1,9,2022-08-12,119,"Crime, Mystery, Thriller",ta
Hasan Minhaj: The King's Jester,0,0,6.897,29,2022-10-04,60,Comedy,en
London Nahi Jaunga,0,1,9.5,2,2022-07-08,155,"Action, Comedy, Romance",pa
Icon,0,0,5.9,17,2022-01-27,120,"Drama, War",ru
Summer of revolution,0,0,8.0,1,2022-06-26,0,"Documentary, History, TV Movie",fr
The Swiss Adventure,0,0,6.5,16,2022-05-01,85,Animation,ru
Shortsmas with Big City Greens,0,0,4.0,2,2022-12-03,23,"Animation, Comedy, TV Movie",en
To Kill the Mother,0,0,6.5,10,2022-07-30,20,Drama,es
Rimini,0,0,6.695,41,2022-04-08,115,"Drama, Music",de
The Stolen Moon. KUM,0,0,0.0,0,2022-11-02,26,"Adventure, Fantasy, Animation",uk
Stealing Raden Saleh,1240864,18612962,7.5,27,2022-08-25,154,"Action, Crime, Drama",id
Tippi Hedren: The Birds and Other Wild Animals,0,0,0.0,0,2022-09-17,53,"Documentary, History, TV Movie",de
The Fate of Reunion,0,0,7.0,1,2022-04-01,87,"Romance, Fantasy, Action",zh
The Movie,85000,0,3.0,1,2022-09-06,85,"Comedy, Horror, Thriller, Drama",en
TK Maxx: How Do They Do It?,0,0,0.0,0,2022-05-01,45,"Documentary, TV Movie",en
Nikki & Nora: Sister Sleuths,0,0,6.0,12,2022-10-02,84,"TV Movie, Mystery, Drama",en
Akorik,0,0,0.0,0,2022-09-09,109,"Family, Drama",bn
Poison Arrows,0,0,4.0,4,2022-12-20,95,"Comedy, Crime",en
The Walk,0,0,5.8,13,2022-06-10,105,Drama,en
Maestro(s),0,0,5.809,47,2022-12-07,96,"Music, Drama, Comedy",fr
Satria Dewa: Gatotkaca,0,0,6.563,8,2022-06-09,129,"Action, Adventure, Drama",id
Catch The Dragon,0,0,4.0,1,2022-06-23,73,,zh
Here Kills the Bride,0,0,6.167,6,2022-05-31,90,"Thriller, TV Movie, Crime, Drama",en
O Espírito do Natal,0,0,4.5,10,2022-12-21,35,Comedy,pt
Mukundan Unni Associates™,0,0,7.563,24,2022-11-11,127,"Drama, Comedy, Crime",ml
Simon Talbot: Optur,0,0,8.0,2,2022-11-25,0,Comedy,da
Tell Me About Yourself,0,0,7.825,20,2022-10-06,100,"Drama, Comedy",es
Quasi orfano,0,0,6.048,52,2022-10-06,90,Comedy,it
Amohom,0,0,5.9,14,2022-07-07,99,"Action, Comedy",ar
Kendrick Lamar's The Big Steppers Tour: Live from Paris,0,0,7.1,8,2022-10-22,107,"Music, Documentary",en
Old Growth Murder,0,0,2.0,1,2022-06-28,128,"Documentary, Crime",en
Building the Vatican: Secrets behind the Holy City,0,0,0.0,0,2022-03-09,0,"History, Documentary",en
Ouch! Behind the Mayhem,0,0,0.0,0,2022-12-27,27,Documentary,en
Tich Button,0,0,9.0,1,2022-11-25,0,Drama,ur
Taurus,0,0,6.391,24,2022-11-18,98,"Drama, Music",en
Dry,0,1907869,6.46,297,2022-09-29,124,"Drama, Comedy, Science Fiction",it
Shimamori Tower,0,0,7.3,3,2022-07-22,132,"Drama, War",ja
Missing,0,0,7.1,27,2022-01-21,124,"Thriller, Mystery, Drama, Crime",ja
Karthikeya 2,0,10384945,6.125,20,2022-08-13,145,"Action, Adventure, Mystery, Thriller",te
JugJugg Jeeyo,0,0,6.2,33,2022-06-24,148,"Comedy, Drama",hi
Temptation Under the Sun,450000,0,6.2,5,2022-08-20,85,"Thriller, TV Movie",en
Titu Ambani,0,0,6.0,2,2022-07-07,116,"Romance, Drama",hi
Домой,0,0,6.6,10,2022-11-17,0,"Drama, Thriller, Horror",ru
Nitzer Ebb - M’era Luna Festival 2022,0,0,0.0,0,2022-08-06,0,Music,de
Psychosexual,0,0,5.0,2,2022-05-12,93,Thriller,es
Beata Beatrix,0,0,0.0,0,2022-09-08,0,,ja
My Human,0,0,0.0,0,2022-11-27,14,Drama,zh
A Priceless Love,0,0,5.1,8,2022-02-03,85,"TV Movie, Romance, Comedy",en
Runway 34,0,0,6.5,47,2022-04-29,141,"Thriller, Drama",hi
Jayeshbhai Jordaar,0,0,5.737,19,2022-05-13,124,"Comedy, Drama",hi
Forever Young,0,0,5.52,25,2022-12-28,91,"Music, Comedy",fr
President Jung Yak Yong,0,0,5.0,1,2022-04-09,0,Drama,ko
Club Cumming Presents a Queer Comedy Extravaganza!,0,0,2.7,3,2022-09-02,75,Comedy,en
Blackbird,0,0,2.778,9,2022-09-02,88,"Crime, Action, Romance",en
"Alfred and Lucie Dreyfus, with Kiss as Deep as My Love",0,0,8.0,1,2022-04-03,56,"Documentary, History, TV Movie",fr
Lapland Odyssey 4,0,0,3.9,10,2022-12-23,87,Comedy,fi
Hypersleep,0,0,6.097,63,2022-11-29,103,"Science Fiction, Thriller",it
Nazca Desert Mystery,0,0,7.3,3,2022-11-02,54,Documentary,en
The Incomplete Man,0,0,6.5,4,2022-12-01,81,"Mystery, Crime, Drama, Thriller",es
Who Invited Them,0,0,5.351,57,2022-06-05,80,"Horror, Thriller, Comedy",en
The Sign of Doom,0,0,0.0,0,2022-07-25,18,Documentary,id
Come Back Home,0,0,4.9,7,2022-10-03,102,"Adventure, Drama, Thriller",zh
Another's Freedom,0,0,0.0,0,2022-12-05,9,"Romance, Drama, Thriller",pt
When We Kill the Creators,0,0,10.0,1,2022-10-04,80,"Drama, Music",en
Film: The Living Record of Our Memory,0,0,8.7,4,2022-08-12,120,"Documentary, History",en
The Song That Calls You Home,0,0,9.0,1,2022-10-25,72,Documentary,en
When We Were Shuttle,0,0,0.0,0,2022-11-03,117,Documentary,en
The Long Night,0,0,5.007,68,2022-02-04,91,Horror,en
Snow and the Bear,0,0,7.0,12,2022-09-10,93,Drama,tr
12 Hari,0,0,0.0,0,2022-10-01,0,"Drama, Thriller, Crime",en
Body Parts,0,0,6.556,9,2022-06-12,86,Documentary,en
Enlightened,0,0,0.0,0,2022-10-11,29,Drama,fr
Tricky Old Dogs 2,7000000,0,5.4,31,2022-08-17,97,Comedy,fr
Desde adentro,0,0,0.0,0,2022-08-13,6,,es
Rocket Gang,0,0,4.5,2,2022-11-11,140,"Comedy, Fantasy, Horror, Music",hi
Queen Elizabeth II: A Royal Life - A Special Edition of 20/20,0,0,5.667,3,2022-09-09,0,Documentary,en
Sex Share House,0,0,0.0,0,2022-09-19,0,,ko
Another Record: Into the Daydream,0,0,0.0,0,2022-08-18,74,Documentary,ko
Girl in Room 13,0,0,7.1,15,2022-09-17,85,"Thriller, Drama, TV Movie",en
Andor,0,0,0.0,0,2022-10-20,75,Documentary,pt
Remembering,0,0,4.571,6,2022-09-08,9,Fantasy,en
Thar,0,0,5.906,32,2022-05-06,108,"Western, Action, Thriller, Drama, Crime",hi
Operation Nation,0,18081,5.5,34,2022-09-02,96,"Comedy, Romance",pl
Racionais MC's: From the Streets of São Paulo,0,0,8.407,54,2022-10-20,116,"Documentary, Music",pt
Kick Out the Jams: The Story of XFM,0,0,6.714,7,2022-08-31,90,Documentary,en
Magic Spot,0,0,8.0,5,2022-05-13,87,"Comedy, Fantasy",en
Color of Heaven,0,0,5.0,4,2022-10-21,88,Drama,en
Battle: Freestyle,0,0,5.607,61,2022-04-01,88,"Romance, Drama",no
Satanic Hispanics,0,0,5.647,17,2022-11-25,113,"Horror, Thriller, Comedy",en
The Territory,0,69316,7.1,20,2022-08-19,85,Documentary,pt
Sugar en aprietos,0,0,1.0,1,2022-10-06,95,Comedy,es
Plan A Plan B,0,0,6.2,18,2022-09-30,106,"Romance, Comedy",hi
A Love Song,0,278562,6.833,42,2022-07-29,81,"Drama, Romance",en
The Croc That Ate Jaws: Ancient Enemies,0,0,0.0,0,2022-07-14,44,"Documentary, TV Movie",en
I’m Glad to Be Alive,0,0,7.0,1,2022-05-13,119,"Action, Drama",ja
Mixtape,0,0,0.0,0,2022-04-07,86,Documentary,en
"Messiniako Organic Extra-Virgin Olive Oil from Kalamata, Greece (Food Insider)",0,0,10.0,1,2022-04-08,10,Documentary,en
"TGV, génie français du rail",0,0,7.5,2,2022-11-28,0,"Documentary, TV Movie",fr
The Score,0,0,4.9,8,2022-06-03,101,"Drama, Romance, Thriller",en
Eien ga tōrisugite iku,0,0,9.0,1,2022-04-01,60,Drama,ja
Black Clown,0,0,0.0,0,2022-06-11,63,Horror,en
Partners in Crime,0,0,2.0,2,2022-12-25,109,Comedy,tl
NightMare,0,0,5.607,14,2022-10-22,100,"Horror, Thriller",no
Honk for Jesus. Save Your Soul.,0,2144225,4.859,39,2022-09-02,98,"Comedy, Drama",en
Labyu with an Accent,0,0,4.5,4,2022-12-25,121,"Comedy, Romance",tl
No 26: Death Cry,0,0,0.0,0,2022-04-01,95,Horror,tr
The Hyperions,0,0,3.8,13,2022-11-24,96,Action,en
A muso duro - Campioni di vita,0,0,6.2,8,2022-05-16,106,Drama,it
Awaiting Trial,76000,0,9.0,1,2022-10-18,74,Documentary,en
Bootleg Beck and the Internet Pirates,0,0,10.0,1,2022-07-10,7,"Animation, Comedy, Adventure, Fantasy",en
En même temps,3200000,0,5.168,104,2022-04-06,108,Comedy,fr
Loan Wolves,0,0,0.0,0,2022-11-13,90,Documentary,en
Just Something Nice,0,0,6.967,30,2022-11-17,116,"Comedy, Drama, Romance",de
Into the Wind,0,0,5.3,91,2022-02-10,108,"Drama, Romance",pl
HollyBlood,0,0,5.337,83,2022-07-22,88,"Comedy, Fantasy, Romance",es
Echoes,0,0,6.163,46,2022-01-27,84,"Thriller, Horror",es
See Me: A Walk Through London's Gay Soho in 1994 and 2020,0,0,0.0,0,2022-11-26,7,Documentary,en
The Stain,0,0,5.0,2,2022-11-16,64,"Drama, Thriller",ko
The King of New York - An Ice Hockey Saga,0,0,0.0,0,2022-11-10,59,Documentary,sv
Huda's Salon,0,0,6.1,16,2022-03-04,91,Thriller,ar
Amar Colony,200000,0,10.0,1,2022-11-24,75,Drama,hi
Exiled: The Chosen Ones,0,0,0.0,0,2022-07-14,0,"Action, Thriller",en
Dawn Breaks Behind the Eyes,450000,0,6.529,17,2022-06-24,74,"Horror, Mystery, Comedy, Romance",de
Sam & Kate,0,0,6.51,50,2022-11-11,110,"Comedy, Drama, Romance",en
Malvada,0,0,7.8,20,2022-12-29,100,"Comedy, Fantasy, Romance",es
The (memories) We Never Forget,4067,0,0.0,0,2022-12-02,0,"Family, Documentary",id
Silence in the Shadow,0,0,0.0,0,2022-11-15,28,Documentary,id
The Song to My Heart,0,0,6.3,13,2022-02-20,85,"TV Movie, Comedy, Romance, Family, Music",en
Last Exit: Space,0,0,5.8,3,2022-03-10,80,Documentary,en
Tutto per mio figlio,0,0,7.4,7,2022-11-07,0,,it
Il giorno più bello,0,0,5.2,50,2022-06-01,97,Comedy,it
The Woman With The Cough,1400,0,10.0,1,2022-11-30,49,"Mystery, Thriller, Drama",en
Katrina Babies,0,0,7.2,7,2022-06-14,81,Documentary,en
HIT: The 2nd Case,0,0,6.8,24,2022-12-02,124,"Crime, Thriller, Action",te
"Husband, Wife, and Their Lover",0,0,7.5,2,2022-09-09,87,"TV Movie, Thriller, Romance",en
Alive Drift,0,0,8.25,4,2022-06-10,121,Action,ja
Little Mix: The Last Show (For Now...),0,0,8.8,4,2022-05-14,118,Music,en
Blank,275650,0,4.071,14,2022-09-23,95,"Science Fiction, Drama, Thriller",en
Mary Berry's Ultimate Christmas,0,0,8.0,1,2022-12-19,54,Documentary,en
The Almond and the Seahorse,0,790,4.8,11,2022-12-16,95,"Drama, Romance",en
Bo Burnham: The Inside Outtakes,0,0,8.1,34,2022-05-30,63,"Comedy, Music, Drama, Documentary",en
Ash and Bone,0,0,3.625,8,2022-10-04,97,"Horror, Mystery, Thriller",en
The Wonderful Winter of Mickey Mouse,0,0,5.938,16,2022-02-18,25,Animation,en
Deleter,0,0,4.0,8,2022-12-25,93,"Horror, Thriller",tl
Spike Milligan: The Unseen Archive,0,0,0.0,0,2022-12-07,73,"Documentary, History",en
Nightride,0,0,5.526,19,2022-03-04,97,"Thriller, Drama",en
Houpací koně: Soulkostel 8 11 2019,0,0,0.0,0,2022-01-12,0,Music,cs
Gargi,0,0,7.395,19,2022-07-15,137,"Drama, Thriller",ta
The Operator,0,0,0.0,0,2022-02-09,0,"Science Fiction, Drama",en
Gabriel Iglesias: Stadium Fluffy,0,0,7.379,33,2022-10-18,115,Comedy,en
"Le Goût de la savane : Herbivores et carnivores, festins croisés",0,0,9.5,2,2022-05-27,0,"Documentary, TV Movie",fr
Deon Cole: Charleen's Boy,0,0,7.0,9,2022-11-15,67,Comedy,en
Visceral,0,0,0.0,0,2022-10-19,90,"Drama, Crime",tr
Além da Lenda - O Filme,0,0,0.0,0,2022-08-04,86,"Animation, Family",pt
As They Made Us,0,0,5.4,36,2022-04-08,96,"Drama, Romance, Comedy",en
Uncle,0,0,7.0,1,2022-07-20,15,Horror,en
Metamorphosis,350000,0,4.5,8,2022-05-09,82,"Horror, Science Fiction, Drama, Thriller",fr
Hold 'Em King: Airline,0,0,7.0,2,2022-06-01,80,"Action, Crime, Drama",ko
Love's Baby Soft,0,0,0.0,0,2022-06-22,14,"Drama, Comedy",en
Home is Far Away,0,0,0.0,0,2022-11-26,16,Drama,th
Jogi,0,0,6.8,11,2022-09-16,116,"Crime, Drama",hi
Santa Camp,0,0,5.4,8,2022-11-12,93,Documentary,en
Joanne Shaw Taylor: Blues From The Heart Live,0,0,0.0,0,2022-07-15,84,Music,en
"Demonic Plastic Surgeon, M D",0,0,0.0,0,2022-10-08,87,Horror,en
Ben & Jody,0,0,5.9,15,2022-01-27,114,"Action, Adventure, Thriller",id
맛있는 여동생,0,1315,0.0,0,2022-01-11,0,"Comedy, Romance, Drama",ko
Stay the Night,0,0,6.5,13,2022-10-07,94,"Romance, Drama",en
The Mute Man of Sardinia,0,0,5.8,12,2022-05-21,103,"Drama, History, Crime",it
Homicide Hunter: Never Give Up,0,0,7.0,2,2022-08-17,84,"Crime, Documentary",en
The Last Tribe,0,0,8.0,2,2022-09-01,52,"Documentary, TV Movie, Crime",fr
Who's There?,0,0,6.7,3,2022-09-15,80,Thriller,ru
Love Is Better Than Life,0,0,5.2,21,2022-01-19,115,"Comedy, Romance, Music",fr
Pink Moon,0,0,6.929,7,2022-09-08,95,Drama,nl
#No_Filter,1100000,0,5.053,19,2022-11-03,87,"Horror, Thriller, Fantasy, TV Movie",en
Il grande giorno,0,0,6.219,322,2022-12-22,90,Comedy,it
True Things,0,0,5.4,38,2022-04-01,102,Drama,en
Mother Prays All Day Long,0,0,5.0,4,2022-08-04,24,Drama,de
When We Speak,300000,0,7.8,6,2022-11-02,78,"Documentary, History",en
Lair's Birthday,0,0,10.0,1,2022-10-20,18,"Horror, Comedy",pt
Fesu Gojira 3: Gaigan Raishū,0,0,9.4,5,2022-11-03,9,"Action, Science Fiction",ja
The Monkey King: The Legend Begins,20000000,0,6.2,8,2022-11-02,90,Fantasy,en
For Old Times' Sake,0,0,0.0,0,2022-02-04,18,"History, Comedy, Drama",es
Last Film Show,2000000,0,7.4,37,2022-01-06,110,Drama,gu
The Devil Never Dies,0,0,0.0,0,2022-11-18,0,"Horror, Thriller",pt
Zelenskyy: The Man Who Took on Putin,0,0,5.5,4,2022-03-26,30,Documentary,en
The Zompocalypse Therapy Sessions,0,0,0.0,0,2022-10-25,86,"Comedy, Horror",en
All You Can Eat,0,0,0.0,0,2022-03-06,13,"Horror, Comedy",en
JGA,0,0,5.6,20,2022-03-24,119,Comedy,de
The Sixth Child,3700000,0,6.702,47,2022-09-28,92,"Drama, Comedy, Romance",fr
Snipers,0,90120000,6.8,31,2022-02-01,96,"Drama, War",zh
Night Caller,0,0,4.6,4,2022-05-13,84,"Horror, Thriller",en
Immenhof - Das große Versprechen,0,0,5.4,8,2022-05-26,100,"Family, Drama, Comedy",de
Burning Patience,0,0,6.7,15,2022-12-07,97,"Romance, Drama",es
"A President, Europe and War",0,0,9.5,2,2022-10-10,114,Documentary,fr
Tiffany the Doll,0,0,0.0,0,2022-09-30,73,"Horror, Science Fiction, Comedy",en
Fourth of July,0,0,5.886,22,2022-07-01,90,"Comedy, Drama",en
Under the Stars,0,0,5.8,5,2022-10-15,52,Documentary,fr
Bird's Nest,0,0,5.0,1,2022-10-07,9,Drama,fr
Babli Bouncer,0,0,6.0,7,2022-09-23,118,"Comedy, Drama",hi
The Gallery,0,0,4.5,2,2022-09-08,120,Thriller,en
Trump: The Comeback?,0,0,8.0,1,2022-09-29,59,Documentary,en
The Single's Guidebook,0,0,6.2,8,2022-10-15,85,"TV Movie, Comedy, Romance",en
Employee of the Month,0,0,5.722,9,2022-06-10,78,"Comedy, Thriller",fr
Subtraction,0,0,6.9,30,2022-11-05,107,"Drama, Thriller",fa
Before,0,0,0.0,0,2022-12-07,8,"Drama, Animation, Family",tl
The Post-Truth World,0,0,6.3,21,2022-10-28,120,"Crime, Mystery, Drama",zh
A Week in Paradise,0,0,4.55,10,2022-02-11,95,"Romance, Comedy",en
Worst Laid Plans,50000,0,6.0,2,2022-12-03,77,"Horror, Thriller",en
Christmas Carol,0,0,5.5,11,2022-12-07,131,"Action, Thriller",ko
Long Flat Balls III,0,0,6.3,7,2022-04-01,103,Comedy,no
Carma,0,0,0.0,0,2022-09-22,169,"Romance, Thriller",ur
Running,0,0,5.2,5,2022-06-27,88,Drama,de
The Shadow of the Day,0,0,6.489,88,2022-02-24,125,"Drama, History, Romance",it
Cycle of Memory,0,0,0.0,0,2022-07-18,72,Documentary,en
Hey! Sinamika,0,0,5.7,17,2022-03-03,149,"Drama, Romance",ta
Liam Gallagher: Knebworth 22,0,0,7.0,5,2022-11-17,97,"Documentary, Music",en
The Way Out,0,0,4.8,6,2022-09-10,94,"Drama, Horror",en
The Novelist's Film,0,0,6.5,37,2022-04-21,92,Drama,ko
Toutankhamon : du trésor à la malédiction,0,0,0.0,0,2022-10-18,0,Documentary,fr
Land of Dreams,0,0,4.6,8,2022-09-16,113,"Drama, Comedy",en
PARANÓIA,0,0,10.0,2,2022-07-22,3,"Action, Drama",pt
Fierce Cop,0,0,6.2,4,2022-07-08,87,"Action, Crime",zh
Girl Picture,1800000,0,6.593,59,2022-04-14,100,"Romance, Drama",fi
Backpackers,0,0,1.0,1,2022-08-16,61,Thriller,tl
Tales of the Bizarre: 2022 Fall Special,0,0,6.5,2,2022-11-12,130,"Drama, Mystery, TV Movie",ja
C.I.Ape,0,0,6.0,17,2022-03-17,82,"Comedy, Family, Action, Science Fiction",en
The Final Game,0,0,6.9,45,2022-09-02,106,Drama,es
Adonis X,0,0,4.0,3,2022-08-08,75,Romance,tl
Pete Davidson Presents: The Best Friends,0,0,5.1,20,2022-06-13,58,Comedy,en
Mahaan,0,0,6.696,28,2022-02-10,163,"Crime, Action, Drama",ta
Sophie and the Serial Killers,25000,0,7.0,2,2022-02-20,158,"Comedy, Horror, Music",en
A Waltons Thanksgiving,0,0,4.7,3,2022-11-20,90,"TV Movie, Drama",en
Stonebreakers,0,0,7.0,2,2022-11-12,70,Documentary,en
Die Zeit meines Lebens - Dirty Dancing in Ost und West,0,0,8.0,1,2022-07-03,52,Documentary,de
A Força do Gigante,0,0,0.0,0,2022-11-22,54,Documentary,pt
Station 0,740,0,1.0,1,2022-08-15,79,Horror,de
Nikki Glaser: Good Clean Filth,0,0,5.833,15,2022-07-16,59,Comedy,en
All Bodies on Bikes,0,0,10.0,1,2022-05-16,14,,en
Bandırma Füze Kulübü,0,0,7.9,5,2022-10-21,0,"History, Drama",tr
The Devil's Door,10000,0,0.0,0,2022-11-02,52,Horror,en
Devil in the Lake,0,4932514,5.1,10,2022-10-19,111,"Horror, Mystery, TV Movie",ko
Platinum Party at the Palace,0,0,6.0,1,2022-06-04,180,Music,en
Harmony From The Heart,0,0,7.0,18,2022-02-12,85,"TV Movie, Romance, Comedy",en
Hands of Destiny,5000,0,0.0,0,2022-10-31,20,Horror,en
RE:cycle of the PENGUINDRUM Part 1: Your Train Is the Survival Tactic,0,0,8.3,3,2022-04-29,124,"Animation, Drama, Comedy, Science Fiction, Mystery",ja
Becoming Wild: Marco Rossi,0,0,0.0,0,2022-10-14,23,Documentary,en
Christmas Plus One,0,0,6.7,15,2022-11-15,85,"TV Movie, Romance, Family, Comedy",en
Saturn Bowling,0,0,5.4,33,2022-10-26,114,"Thriller, Drama, Horror, Crime",fr
He Played Me 2,150,0,1.0,1,2022-09-14,115,"Romance, Drama",en
It's What Each Person Needs,0,0,0.0,0,2022-09-13,11,Documentary,en
Bathtub Shark Attack,0,0,7.8,12,2022-11-01,95,Horror,en
A Taste of Blood,0,0,1.0,1,2022-11-03,90,Horror,es
Algorithms of Beauty,0,0,0.0,0,2022-10-30,19,Documentary,en
The House Among the Cactuses,0,0,6.5,17,2022-09-16,88,Drama,es
Please Baby Please,0,26157,5.7,32,2022-10-28,95,"Drama, Fantasy, Music",en
Locked in Society,0,0,6.4,61,2022-04-14,97,Comedy,de
Don't Forget I Love You,0,0,6.7,24,2022-01-22,84,"TV Movie, Romance, Comedy",en
Drop the Needle,0,0,6.5,2,2022-10-21,113,"Documentary, Music",en
The Raid,0,0,8.5,6,2022-10-13,104,"Drama, Action",mi
Alan Partridge - Stratagem,0,0,4.8,5,2022-04-11,84,Comedy,en
Italian Studies,0,0,5.225,20,2022-01-14,81,Drama,en
Cryptid,0,0,3.667,9,2022-10-07,114,"Horror, Mystery",en
The Up Rank,0,0,5.5,4,2022-09-01,108,"Crime, Action, Drama",th
Tales from the Other Side,500000,0,4.4,9,2022-06-07,88,Horror,en
Free Dead or Alive,0,0,4.5,7,2022-08-09,106,Action,en
Rechonchos,0,0,0.0,0,2022-08-02,4,Animation,es
Above Snakes,0,0,4.7,3,2022-06-06,78,"Mystery, Western",en
Zero,0,0,0.0,0,2022-11-03,75,"Science Fiction, Drama, Thriller",en
The Legend of Buck Hill,3000,0,0.0,0,2022-10-31,5,"Documentary, Horror",en
Cabbage,10000,0,5.0,1,2022-12-08,14,"Drama, Horror, Thriller, Fantasy",en
Florián Rey: de luz y de sombra,0,0,4.7,3,2022-10-27,94,"Documentary, History",es
The Huntress: Rune of the Dead,0,0,5.4,13,2022-07-21,105,"Horror, Adventure",en
The Nine Lives of Vince McMahon,0,0,4.333,3,2022-12-13,88,Documentary,en
Mario Camus según el cine,0,0,0.0,0,2022-03-19,90,"Documentary, History",es
Legacy Peak,0,0,5.3,17,2022-09-22,94,"Adventure, Family",en
Sister with a Secret,0,0,5.429,7,2022-04-23,85,"Thriller, TV Movie, Drama",en
A Holiday Spectacular,0,0,6.2,16,2022-11-27,84,"TV Movie, Romance, Comedy, Fantasy",en
Vera,0,0,0.0,0,2022-11-09,130,"Thriller, Drama, History",sr
Life After,0,0,0.0,0,2022-07-15,100,,en
Rageaholic,0,0,7.0,2,2022-08-26,100,"Crime, Drama, Action, Thriller",ja
The Fascination,0,0,0.0,0,2022-03-20,0,,ja
Amongst the Ashes,0,0,0.0,0,2022-11-14,12,Drama,en
Il sesso degli angeli,0,0,5.362,94,2022-04-21,91,Comedy,it
JP Sears: Please Censor This!,0,0,0.0,0,2022-10-25,0,Comedy,en
A Wounded Fawn,0,0,5.478,45,2022-06-11,91,Horror,en
The Summer Holidays,0,0,6.5,3,2022-11-10,25,Drama,fr
Blood Flower,0,0,6.6,5,2022-10-06,102,Horror,ms
The Summoned,0,0,5.167,12,2022-07-07,86,"Thriller, Horror, Mystery",en
